SHOP_YEAR,SHOP_YM,SHOP_MONTH_LD,LAST_SHOP_YM,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,ORDER_PER_MONTH,SPENDING_PER_MONTH,ROW_NO
2008,200803,2008-03-31,200802,CUST0000245544,UM,,1,7.4799999999999995,3
2008,200806,2008-06-30,200805,CUST0000245544,UM,,1,7.4799999999999995,4
2007,200708,2007-08-31,200707,CUST0000245688,MM,YF,3,18.78,1
2008,200805,2008-05-31,200804,CUST0000245688,MM,YF,1,6.17,2
2006,200607,2006-07-31,200606,CUST0000245749,MM,OT,1,25.4,1
2006,200609,2006-09-30,200608,CUST0000245749,MM,OT,1,51.42,2
2007,200709,2007-09-30,200708,CUST0000245749,MM,OT,1,65.240000000000009,3
2006,200610,2006-10-31,200609,CUST0000245965,MM,PE,1,3.97,1
2007,200703,2007-03-31,200702,CUST0000245965,MM,PE,1,18.23,2
2006,200604,2006-04-30,200603,CUST0000246027,UM,YA,2,17.66,1
2006,200605,2006-05-31,200604,CUST0000246027,UM,YA,4,37.99,2
2006,200606,2006-06-30,200605,CUST0000246027,UM,YA,1,3.51,3
2006,200607,2006-07-31,200606,CUST0000246027,UM,YA,3,26.33,4
2006,200608,2006-08-31,200607,CUST0000246027,UM,YA,2,7.0400000000000009,5
2008,200805,2008-05-31,200804,CUST0000246027,UM,YA,1,3.51,6
2008,200802,2008-02-29,200801,CUST0000246168,LA,OT,1,3.75,1
2007,200704,2007-04-30,200703,CUST0000246378,MM,,2,2.34,1
2007,200705,2007-05-31,200704,CUST0000246378,MM,,3,16.41,2
2007,200706,2007-06-30,200705,CUST0000246378,MM,,3,18.45,3
2007,200709,2007-09-30,200708,CUST0000246378,MM,,3,7.3,4
2007,200710,2007-10-31,200709,CUST0000246378,MM,,3,5.02,5
2007,200711,2007-11-30,200710,CUST0000246378,MM,,6,23.6,6
2007,200712,2007-12-31,200711,CUST0000246378,MM,,9,95.94,7
2008,200801,2008-01-31,200712,CUST0000246378,MM,,5,50.43,8
2008,200802,2008-02-29,200801,CUST0000246378,MM,,6,62.03,9
2008,200803,2008-03-31,200802,CUST0000246378,MM,,5,65.86999999999999,10
2008,200804,2008-04-30,200803,CUST0000246378,MM,,2,6.79,11
2008,200805,2008-05-31,200804,CUST0000246378,MM,,4,29.229999999999997,12
2008,200806,2008-06-30,200805,CUST0000246378,MM,,2,10.309999999999999,13
2008,200807,2008-07-31,200806,CUST0000246378,MM,,1,0.33,14
2007,200705,2007-05-31,200704,CUST0000246581,LA,OT,12,49.279999999999994,1
2007,200706,2007-06-30,200705,CUST0000246581,LA,OT,11,55.120000000000012,2
2007,200707,2007-07-31,200706,CUST0000246581,LA,OT,6,42.319999999999993,3
2007,200708,2007-08-31,200707,CUST0000246581,LA,OT,5,31.51,4
2007,200709,2007-09-30,200708,CUST0000246581,LA,OT,6,41.89,5
2007,200710,2007-10-31,200709,CUST0000246581,LA,OT,10,42.419999999999995,6
2007,200711,2007-11-30,200710,CUST0000246581,LA,OT,16,95.86999999999999,7
2007,200712,2007-12-31,200711,CUST0000246581,LA,OT,14,70.79,8
2008,200801,2008-01-31,200712,CUST0000246581,LA,OT,16,106.58,9
2008,200802,2008-02-29,200801,CUST0000246581,LA,OT,16,74.949999999999974,10
2008,200803,2008-03-31,200802,CUST0000246581,LA,OT,20,86.700000000000017,11
2008,200804,2008-04-30,200803,CUST0000246581,LA,OT,5,19.68,12
2008,200805,2008-05-31,200804,CUST0000246581,LA,OT,3,25.839999999999996,13
2008,200806,2008-06-30,200805,CUST0000246581,LA,OT,7,49.940000000000005,14
2006,200609,2006-09-30,200608,CUST0000246716,UM,YA,1,3.7399999999999998,1
2006,200610,2006-10-31,200609,CUST0000247385,MM,YF,1,5.2600000000000007,1
2007,200705,2007-05-31,200704,CUST0000247385,MM,YF,1,2.92,2
2007,200707,2007-07-31,200706,CUST0000247385,MM,YF,1,7.7500000000000009,3
2007,200708,2007-08-31,200707,CUST0000247385,MM,YF,1,2.16,4
2007,200709,2007-09-30,200708,CUST0000247587,MM,OT,1,12.88,1
2008,200801,2008-01-31,200712,CUST0000247587,MM,OT,1,15.830000000000002,2
2007,200706,2007-06-30,200705,CUST0000247664,LA,,2,25.64,1
2007,200707,2007-07-31,200706,CUST0000247664,LA,,7,102.89,2
2007,200708,2007-08-31,200707,CUST0000247664,LA,,7,95.06,3
2008,200806,2008-06-30,200805,CUST0000247664,LA,,1,22.88,4
2006,200611,2006-11-30,200610,CUST0000248215,MM,YA,1,1.18,1
2006,200612,2006-12-31,200611,CUST0000248215,MM,YA,6,13.799999999999999,2
2007,200701,2007-01-31,200612,CUST0000248215,MM,YA,6,27.060000000000002,3
2007,200702,2007-02-28,200701,CUST0000248215,MM,YA,4,12.010000000000002,4
2007,200703,2007-03-31,200702,CUST0000248215,MM,YA,4,27.02,5
2007,200704,2007-04-30,200703,CUST0000248215,MM,YA,1,2.35,6
2007,200706,2007-06-30,200705,CUST0000248215,MM,YA,2,7.56,7
2007,200707,2007-07-31,200706,CUST0000248215,MM,YA,2,2.77,8
2007,200708,2007-08-31,200707,CUST0000248215,MM,YA,1,6.7299999999999995,9
2007,200709,2007-09-30,200708,CUST0000248215,MM,YA,5,16.779999999999998,10
2007,200710,2007-10-31,200709,CUST0000248215,MM,YA,1,7.1499999999999995,11
2007,200711,2007-11-30,200710,CUST0000248215,MM,YA,2,1.55,12
2007,200712,2007-12-31,200711,CUST0000248215,MM,YA,6,37.22,13
2008,200801,2008-01-31,200712,CUST0000248215,MM,YA,5,21.93,14
2008,200802,2008-02-29,200801,CUST0000248215,MM,YA,13,54.730000000000004,15
2008,200803,2008-03-31,200802,CUST0000248215,MM,YA,20,117.35000000000002,16
2008,200804,2008-04-30,200803,CUST0000248215,MM,YA,5,35.12,17
2008,200805,2008-05-31,200804,CUST0000248215,MM,YA,4,50.93,18
2008,200806,2008-06-30,200805,CUST0000248215,MM,YA,2,1.87,19
2008,200807,2008-07-31,200806,CUST0000248215,MM,YA,1,2.15,20
2007,200705,2007-05-31,200704,CUST0000248320,LA,YF,1,1.5,1
2007,200710,2007-10-31,200709,CUST0000248320,LA,YF,1,15.219999999999997,2
2008,200802,2008-02-29,200801,CUST0000248320,LA,YF,1,3.12,3
2008,200803,2008-03-31,200802,CUST0000248320,LA,YF,1,4.75,4
2008,200806,2008-06-30,200805,CUST0000248320,LA,YF,1,1.5,5
2007,200708,2007-08-31,200707,CUST0000248379,MM,YF,1,1.62,1
2006,200607,2006-07-31,200606,CUST0000248426,LA,YA,1,2.15,1
2008,200802,2008-02-29,200801,CUST0000248426,LA,YA,1,0.53,2
2006,200607,2006-07-31,200606,CUST0000248629,LA,YA,1,9.4,1
2007,200701,2007-01-31,200612,CUST0000248785,UM,,1,13.86,1
2006,200610,2006-10-31,200609,CUST0000248812,LA,YA,1,2.86,1
2006,200611,2006-11-30,200610,CUST0000248812,LA,YA,1,2.14,2
2007,200706,2007-06-30,200705,CUST0000248812,LA,YA,1,2.06,3
2007,200708,2007-08-31,200707,CUST0000248812,LA,YA,1,2.35,4
2007,200710,2007-10-31,200709,CUST0000248812,LA,YA,1,4.22,5
2007,200711,2007-11-30,200710,CUST0000248812,LA,YA,2,54.54,6
2007,200712,2007-12-31,200711,CUST0000248812,LA,YA,2,39.56,7
2008,200801,2008-01-31,200712,CUST0000248812,LA,YA,1,4.22,8
2008,200804,2008-04-30,200803,CUST0000248812,LA,YA,1,2.14,9
2008,200807,2008-07-31,200806,CUST0000248812,LA,YA,1,2.35,10
2006,200607,2006-07-31,200606,CUST0000248821,MM,OT,1,13.509999999999998,1
2007,200701,2007-01-31,200612,CUST0000248821,MM,OT,1,5.46,2
2008,200806,2008-06-30,200805,CUST0000248821,MM,OT,1,13.509999999999998,3
2006,200605,2006-05-31,200604,CUST0000248857,LA,OF,1,35.61,1
2006,200607,2006-07-31,200606,CUST0000248857,LA,OF,1,18.78,2
2007,200711,2007-11-30,200710,CUST0000248942,LA,YA,1,0.35,1
2006,200604,2006-04-30,200603,CUST0000248972,LA,OF,4,11.39,1
2006,200605,2006-05-31,200604,CUST0000248972,LA,OF,5,70.21,2
2006,200606,2006-06-30,200605,CUST0000248972,LA,OF,1,1.75,3
2006,200608,2006-08-31,200607,CUST0000248972,LA,OF,1,34.02,4
2006,200609,2006-09-30,200608,CUST0000248972,LA,OF,1,23.39,5
2006,200610,2006-10-31,200609,CUST0000248972,LA,OF,1,29.06,6
2006,200612,2006-12-31,200611,CUST0000248972,LA,OF,5,82.089999999999989,7
2007,200701,2007-01-31,200612,CUST0000248972,LA,OF,1,15.509999999999998,8
2007,200702,2007-02-28,200701,CUST0000248972,LA,OF,1,29.54,9
2007,200703,2007-03-31,200702,CUST0000248972,LA,OF,2,39.15,10
2007,200704,2007-04-30,200703,CUST0000248972,LA,OF,1,18.04,11
2007,200705,2007-05-31,200704,CUST0000248972,LA,OF,2,37.03,12
2007,200711,2007-11-30,200710,CUST0000248972,LA,OF,1,12.97,13
2007,200712,2007-12-31,200711,CUST0000248972,LA,OF,1,4.18,14
2008,200801,2008-01-31,200712,CUST0000248972,LA,OF,2,33.61,15
2008,200802,2008-02-29,200801,CUST0000248972,LA,OF,1,33.540000000000006,16
2008,200803,2008-03-31,200802,CUST0000248972,LA,OF,1,20.01,17
2008,200804,2008-04-30,200803,CUST0000248972,LA,OF,2,22.04,18
2008,200805,2008-05-31,200804,CUST0000248972,LA,OF,1,33.540000000000006,19
2008,200806,2008-06-30,200805,CUST0000248972,LA,OF,1,1.19,20
2006,200609,2006-09-30,200608,CUST0000249033,UM,YF,1,0.73,1
2007,200701,2007-01-31,200612,CUST0000249033,UM,YF,1,1.7,2
2007,200711,2007-11-30,200710,CUST0000249033,UM,YF,1,0.36,3
2008,200803,2008-03-31,200802,CUST0000249033,UM,YF,1,0.43,4
2008,200806,2008-06-30,200805,CUST0000249033,UM,YF,1,0.73,5
2006,200609,2006-09-30,200608,CUST0000249214,UM,OA,1,1.9,1
2007,200712,2007-12-31,200711,CUST0000249241,MM,YF,1,6.65,1
2007,200711,2007-11-30,200710,CUST0000249396,MM,YF,1,4.8699999999999992,1
2007,200712,2007-12-31,200711,CUST0000249396,MM,YF,1,19.05,2
2006,200605,2006-05-31,200604,CUST0000249397,MM,,1,2.86,1
2007,200704,2007-04-30,200703,CUST0000249703,MM,,1,19.47,1
2006,200604,2006-04-30,200603,CUST0000249812,UM,OA,1,2.51,1
2006,200606,2006-06-30,200605,CUST0000250178,LA,OT,1,13.86,1
2006,200611,2006-11-30,200610,CUST0000250178,LA,OT,4,61.71,2
2006,200612,2006-12-31,200611,CUST0000250178,LA,OT,2,19.77,3
2007,200701,2007-01-31,200612,CUST0000250178,LA,OT,2,29.59,4
2008,200804,2008-04-30,200803,CUST0000250178,LA,OT,3,42.300000000000004,5
2007,200712,2007-12-31,200711,CUST0000250316,MM,OT,1,0.86,1
2007,200707,2007-07-31,200706,CUST0000250638,XX,OT,1,0.92,1
2008,200806,2008-06-30,200805,CUST0000250638,XX,OT,1,0.92,2
2006,200605,2006-05-31,200604,CUST0000251039,MM,OT,1,11.49,1
2006,200608,2006-08-31,200607,CUST0000251211,XX,OT,1,12.07,1
2006,200607,2006-07-31,200606,CUST0000251375,UM,OA,1,7.27,1
2006,200612,2006-12-31,200611,CUST0000251475,LA,,1,2.24,1
2007,200712,2007-12-31,200711,CUST0000251779,MM,OT,1,2.0599999999999996,1
2006,200610,2006-10-31,200609,CUST0000252012,UM,,1,4.55,1
2007,200711,2007-11-30,200710,CUST0000252070,UM,OT,1,0.72,1
2008,200802,2008-02-29,200801,CUST0000252070,UM,OT,1,2.41,2
2007,200705,2007-05-31,200704,CUST0000252083,UM,OA,1,20.21,1
2007,200709,2007-09-30,200708,CUST0000252109,MM,YA,1,2.31,1
2006,200604,2006-04-30,200603,CUST0000252383,LA,YA,7,7.47,1
2006,200605,2006-05-31,200604,CUST0000252383,LA,YA,8,15.959999999999999,2
2006,200606,2006-06-30,200605,CUST0000252383,LA,YA,11,28.720000000000006,3
2006,200607,2006-07-31,200606,CUST0000252383,LA,YA,4,8.6900000000000013,4
2006,200608,2006-08-31,200607,CUST0000252383,LA,YA,3,9.78,5
2006,200609,2006-09-30,200608,CUST0000252383,LA,YA,1,2.59,6
2006,200610,2006-10-31,200609,CUST0000252383,LA,YA,2,6.8100000000000005,7
2006,200611,2006-11-30,200610,CUST0000252383,LA,YA,2,5.63,8
2007,200701,2007-01-31,200612,CUST0000252383,LA,YA,1,3.34,9
2007,200702,2007-02-28,200701,CUST0000252383,LA,YA,2,12.23,10
2007,200703,2007-03-31,200702,CUST0000252383,LA,YA,1,20.52,11
2007,200704,2007-04-30,200703,CUST0000252383,LA,YA,7,81.15,12
2007,200705,2007-05-31,200704,CUST0000252383,LA,YA,5,40.46,13
2007,200706,2007-06-30,200705,CUST0000252383,LA,YA,2,12.040000000000001,14
2007,200707,2007-07-31,200706,CUST0000252383,LA,YA,3,29.12,15
2007,200708,2007-08-31,200707,CUST0000252383,LA,YA,1,27.25,16
2007,200709,2007-09-30,200708,CUST0000252383,LA,YA,1,4.61,17
2007,200712,2007-12-31,200711,CUST0000252383,LA,YA,1,9.49,18
2008,200801,2008-01-31,200712,CUST0000252383,LA,YA,1,17.42,19
2008,200802,2008-02-29,200801,CUST0000252383,LA,YA,3,9.4599999999999991,20
2008,200803,2008-03-31,200802,CUST0000252383,LA,YA,1,32.16,21
2008,200804,2008-04-30,200803,CUST0000252383,LA,YA,3,22.230000000000004,22
2008,200805,2008-05-31,200804,CUST0000252383,LA,YA,3,29.68,23
2008,200806,2008-06-30,200805,CUST0000252383,LA,YA,3,9.64,24
2008,200802,2008-02-29,200801,CUST0000252592,MM,OT,1,13.3,1
2006,200610,2006-10-31,200609,CUST0000253214,UM,OA,1,0.42,1
2007,200701,2007-01-31,200612,CUST0000253363,LA,OT,1,0.68,1
2007,200703,2007-03-31,200702,CUST0000253363,LA,OT,1,1.7,2
2007,200705,2007-05-31,200704,CUST0000253363,LA,OT,1,1.7,3
2008,200805,2008-05-31,200804,CUST0000253363,LA,OT,1,0.68,4
2006,200608,2006-08-31,200607,CUST0000253399,UM,OF,1,1.29,1
2008,200801,2008-01-31,200712,CUST0000253399,UM,OF,1,0.78,2
2008,200804,2008-04-30,200803,CUST0000253399,UM,OF,1,0.78,3
2006,200606,2006-06-30,200605,CUST0000253449,LA,OT,1,5.09,1
2007,200702,2007-02-28,200701,CUST0000253569,UM,PE,1,4.72,1
2006,200608,2006-08-31,200607,CUST0000253686,LA,YF,1,7.7200000000000006,1
2008,200802,2008-02-29,200801,CUST0000254125,UM,OA,1,5.1,1
2008,200805,2008-05-31,200804,CUST0000254125,UM,OA,1,5.1,2
2006,200605,2006-05-31,200604,CUST0000254358,MM,,1,31.35,1
2006,200607,2006-07-31,200606,CUST0000254358,MM,,1,14.469999999999999,2
2006,200608,2006-08-31,200607,CUST0000254358,MM,,2,138.50000000000003,3
2006,200609,2006-09-30,200608,CUST0000254358,MM,,2,54.08,4
2006,200610,2006-10-31,200609,CUST0000254358,MM,,1,23.959999999999997,5
2006,200611,2006-11-30,200610,CUST0000254358,MM,,3,75.77000000000001,6
2006,200612,2006-12-31,200611,CUST0000254358,MM,,2,37.79,7
2007,200701,2007-01-31,200612,CUST0000254358,MM,,1,9.3,8
2007,200702,2007-02-28,200701,CUST0000254358,MM,,1,85.21,9
2007,200703,2007-03-31,200702,CUST0000254358,MM,,1,26.91,10
2007,200705,2007-05-31,200704,CUST0000254358,MM,,1,45.489999999999995,11
2007,200706,2007-06-30,200705,CUST0000254358,MM,,1,10.67,12
2007,200707,2007-07-31,200706,CUST0000254358,MM,,1,48.570000000000007,13
2007,200708,2007-08-31,200707,CUST0000254358,MM,,2,81.9,14
2007,200710,2007-10-31,200709,CUST0000254358,MM,,2,54.120000000000005,15
2007,200711,2007-11-30,200710,CUST0000254358,MM,,2,62.410000000000011,16
2007,200712,2007-12-31,200711,CUST0000254358,MM,,1,12.250000000000002,17
2008,200801,2008-01-31,200712,CUST0000254358,MM,,2,65.94,18
2008,200803,2008-03-31,200802,CUST0000254358,MM,,2,32.65,19
2008,200804,2008-04-30,200803,CUST0000254358,MM,,2,54.789999999999992,20
2008,200806,2008-06-30,200805,CUST0000254358,MM,,1,26.91,21
2006,200604,2006-04-30,200603,CUST0000254449,LA,,5,3.1799999999999997,1
2006,200605,2006-05-31,200604,CUST0000254449,LA,,9,8.26,2
2006,200606,2006-06-30,200605,CUST0000254449,LA,,7,10.47,3
2006,200607,2006-07-31,200606,CUST0000254449,LA,,8,18.790000000000003,4
2006,200608,2006-08-31,200607,CUST0000254449,LA,,6,16.79,5
2006,200609,2006-09-30,200608,CUST0000254449,LA,,11,28.050000000000004,6
2006,200610,2006-10-31,200609,CUST0000254449,LA,,8,16.13,7
2006,200611,2006-11-30,200610,CUST0000254449,LA,,2,4.2299999999999995,8
2006,200612,2006-12-31,200611,CUST0000254449,LA,,6,7.5000000000000009,9
2007,200701,2007-01-31,200612,CUST0000254449,LA,,10,27.21,10
2007,200702,2007-02-28,200701,CUST0000254449,LA,,8,23.280000000000005,11
2007,200703,2007-03-31,200702,CUST0000254449,LA,,4,6.1099999999999994,12
2007,200704,2007-04-30,200703,CUST0000254449,LA,,3,7.06,13
2008,200804,2008-04-30,200803,CUST0000254449,LA,,7,20.52,14
2008,200805,2008-05-31,200804,CUST0000254449,LA,,5,7.3699999999999992,15
2008,200806,2008-06-30,200805,CUST0000254449,LA,,6,15.339999999999998,16
2007,200711,2007-11-30,200710,CUST0000255107,MM,OT,2,38.970000000000006,1
2008,200801,2008-01-31,200712,CUST0000255107,MM,OT,1,44.8,2
2008,200803,2008-03-31,200802,CUST0000255107,MM,OT,1,29.87,3
2007,200708,2007-08-31,200707,CUST0000255215,MM,OT,1,51.039999999999992,1
2006,200607,2006-07-31,200606,CUST0000255248,UM,OT,1,17.05,1
2007,200708,2007-08-31,200707,CUST0000255248,UM,OT,1,1.36,2
2007,200710,2007-10-31,200709,CUST0000255248,UM,OT,1,8.5400000000000009,3
2007,200712,2007-12-31,200711,CUST0000255366,MM,OT,1,7.51,1
2006,200612,2006-12-31,200611,CUST0000255616,LA,YF,1,2.66,1
2008,200805,2008-05-31,200804,CUST0000255616,LA,YF,1,2.66,2
2006,200604,2006-04-30,200603,CUST0000255775,LA,OT,1,0.67,1
2006,200608,2006-08-31,200607,CUST0000255775,LA,OT,1,10.14,2
2008,200805,2008-05-31,200804,CUST0000255775,LA,OT,1,0.67,3
2006,200608,2006-08-31,200607,CUST0000255891,UM,OT,1,1.08,1
2007,200712,2007-12-31,200711,CUST0000255891,UM,OT,1,1.8399999999999999,2
2006,200604,2006-04-30,200603,CUST0000255899,UM,YA,8,109.78,1
2006,200605,2006-05-31,200604,CUST0000255899,UM,YA,15,98.870000000000019,2
2006,200606,2006-06-30,200605,CUST0000255899,UM,YA,7,57.820000000000007,3
2006,200607,2006-07-31,200606,CUST0000255899,UM,YA,4,33.76,4
2008,200805,2008-05-31,200804,CUST0000255899,UM,YA,1,1.29,5
2007,200701,2007-01-31,200612,CUST0000256036,UM,OT,1,1.6,1
2007,200703,2007-03-31,200702,CUST0000256036,UM,OT,1,0.97,2
2008,200804,2008-04-30,200803,CUST0000256036,UM,OT,1,1.6,3
2006,200606,2006-06-30,200605,CUST0000256303,LA,,2,2.1,1
2006,200608,2006-08-31,200607,CUST0000256303,LA,,2,61.510000000000005,2
2006,200609,2006-09-30,200608,CUST0000256303,LA,,2,42.809999999999995,3
2006,200610,2006-10-31,200609,CUST0000256303,LA,,2,19.09,4
2006,200612,2006-12-31,200611,CUST0000256303,LA,,1,21.93,5
2007,200701,2007-01-31,200612,CUST0000256303,LA,,2,10.71,6
2007,200703,2007-03-31,200702,CUST0000256303,LA,,1,1.54,7
2007,200705,2007-05-31,200704,CUST0000256303,LA,,1,36.629999999999995,8
2007,200706,2007-06-30,200705,CUST0000256303,LA,,3,22.88,9
2007,200707,2007-07-31,200706,CUST0000256303,LA,,2,7.26,10
2007,200709,2007-09-30,200708,CUST0000256303,LA,,2,27.38,11
2007,200710,2007-10-31,200709,CUST0000256303,LA,,2,86.03,12
2007,200711,2007-11-30,200710,CUST0000256303,LA,,1,5.9700000000000006,13
2007,200712,2007-12-31,200711,CUST0000256303,LA,,2,80.059999999999988,14
2008,200803,2008-03-31,200802,CUST0000256303,LA,,2,47.79,15
2008,200804,2008-04-30,200803,CUST0000256303,LA,,1,21.12,16
2008,200805,2008-05-31,200804,CUST0000256303,LA,,1,18.23,17
2008,200806,2008-06-30,200805,CUST0000256303,LA,,1,9.17,18
2006,200604,2006-04-30,200603,CUST0000256489,LA,OF,1,119.63,1
2006,200606,2006-06-30,200605,CUST0000256489,LA,OF,1,105.93,2
2006,200607,2006-07-31,200606,CUST0000256489,LA,OF,1,61.16999999999998,3
2006,200609,2006-09-30,200608,CUST0000256489,LA,OF,1,71.15,4
2006,200612,2006-12-31,200611,CUST0000256489,LA,OF,1,85.249999999999986,5
2007,200706,2007-06-30,200705,CUST0000256489,LA,OF,1,80.780000000000015,6
2008,200806,2008-06-30,200805,CUST0000256489,LA,OF,1,71.15,7
2007,200706,2007-06-30,200705,CUST0000256532,UM,,1,0.81,1
2007,200712,2007-12-31,200711,CUST0000256585,LA,YF,1,2.43,1
2007,200710,2007-10-31,200709,CUST0000256594,UM,OT,1,28.6,1
2006,200604,2006-04-30,200603,CUST0000256627,MM,OA,4,55.769999999999996,1
2006,200605,2006-05-31,200604,CUST0000256627,MM,OA,10,108.41,2
2006,200606,2006-06-30,200605,CUST0000256627,MM,OA,4,23.049999999999997,3
2006,200607,2006-07-31,200606,CUST0000256627,MM,OA,11,116.18999999999998,4
2006,200608,2006-08-31,200607,CUST0000256627,MM,OA,11,103.48,5
2006,200609,2006-09-30,200608,CUST0000256627,MM,OA,11,119.46000000000001,6
2006,200610,2006-10-31,200609,CUST0000256627,MM,OA,6,50.639999999999993,7
2006,200611,2006-11-30,200610,CUST0000256627,MM,OA,8,94.509999999999991,8
2006,200612,2006-12-31,200611,CUST0000256627,MM,OA,5,70.85,9
2007,200701,2007-01-31,200612,CUST0000256627,MM,OA,9,63.309999999999988,10
2007,200702,2007-02-28,200701,CUST0000256627,MM,OA,7,73.99,11
2007,200703,2007-03-31,200702,CUST0000256627,MM,OA,7,59.52,12
2007,200704,2007-04-30,200703,CUST0000256627,MM,OA,13,164.76999999999995,13
2007,200705,2007-05-31,200704,CUST0000256627,MM,OA,13,156.22,14
2007,200706,2007-06-30,200705,CUST0000256627,MM,OA,14,109.16,15
2007,200707,2007-07-31,200706,CUST0000256627,MM,OA,15,130.43,16
2007,200708,2007-08-31,200707,CUST0000256627,MM,OA,13,201.79000000000002,17
2007,200709,2007-09-30,200708,CUST0000256627,MM,OA,13,126.41999999999999,18
2007,200710,2007-10-31,200709,CUST0000256627,MM,OA,12,143.45,19
2007,200711,2007-11-30,200710,CUST0000256627,MM,OA,11,130.63,20
2007,200712,2007-12-31,200711,CUST0000256627,MM,OA,9,106.99000000000001,21
2008,200801,2008-01-31,200712,CUST0000256627,MM,OA,12,97.88,22
2008,200802,2008-02-29,200801,CUST0000256627,MM,OA,10,89.12,23
2008,200803,2008-03-31,200802,CUST0000256627,MM,OA,10,81.149999999999991,24
2008,200804,2008-04-30,200803,CUST0000256627,MM,OA,10,82.74,25
2008,200805,2008-05-31,200804,CUST0000256627,MM,OA,9,90.84,26
2008,200806,2008-06-30,200805,CUST0000256627,MM,OA,6,59.059999999999995,27
2006,200606,2006-06-30,200605,CUST0000256667,LA,OT,1,14.05,1
2007,200706,2007-06-30,200705,CUST0000256667,LA,OT,1,2.08,2
2007,200708,2007-08-31,200707,CUST0000256667,LA,OT,2,17.720000000000002,3
2007,200711,2007-11-30,200710,CUST0000256667,LA,OT,2,11.370000000000001,4
2007,200712,2007-12-31,200711,CUST0000256667,LA,OT,1,0.82,5
2008,200806,2008-06-30,200805,CUST0000256667,LA,OT,1,1.05,6
2006,200605,2006-05-31,200604,CUST0000256745,MM,YF,1,0.31,1
2006,200606,2006-06-30,200605,CUST0000256745,MM,YF,1,0.31,2
2006,200609,2006-09-30,200608,CUST0000256745,MM,YF,3,2.31,3
2006,200611,2006-11-30,200610,CUST0000256745,MM,YF,1,0.41,4
2007,200702,2007-02-28,200701,CUST0000256745,MM,YF,1,3.41,5
2007,200704,2007-04-30,200703,CUST0000256745,MM,YF,1,0.76,6
2007,200705,2007-05-31,200704,CUST0000256745,MM,YF,1,0.41,7
2007,200706,2007-06-30,200705,CUST0000256745,MM,YF,1,0.49,8
2007,200710,2007-10-31,200709,CUST0000256745,MM,YF,1,0.76,9
2008,200803,2008-03-31,200802,CUST0000256745,MM,YF,1,0.3,10
2008,200805,2008-05-31,200804,CUST0000256745,MM,YF,1,0.49,11
2008,200807,2008-07-31,200806,CUST0000256745,MM,YF,1,1.04,12
2006,200604,2006-04-30,200603,CUST0000257021,MM,OA,1,3.9400000000000004,1
2006,200610,2006-10-31,200609,CUST0000257021,MM,OA,1,3.94,2
2007,200710,2007-10-31,200709,CUST0000257021,MM,OA,2,23.869999999999997,3
2007,200712,2007-12-31,200711,CUST0000257021,MM,OA,1,8.77,4
2008,200803,2008-03-31,200802,CUST0000257021,MM,OA,1,2.41,5
2008,200804,2008-04-30,200803,CUST0000257021,MM,OA,1,5.87,6
2008,200806,2008-06-30,200805,CUST0000257021,MM,OA,1,3.94,7
2006,200611,2006-11-30,200610,CUST0000257050,UM,YF,1,0.34,1
2007,200710,2007-10-31,200709,CUST0000257050,UM,YF,1,0.53,2
2007,200709,2007-09-30,200708,CUST0000257118,MM,OT,1,0.21,1
2006,200604,2006-04-30,200603,CUST0000257134,MM,YA,1,1.02,1
2007,200707,2007-07-31,200706,CUST0000257189,MM,OA,1,0.32,1
2007,200712,2007-12-31,200711,CUST0000257189,MM,OA,1,0.32,2
2007,200711,2007-11-30,200710,CUST0000257202,UM,,1,1.98,1
2007,200712,2007-12-31,200711,CUST0000257202,UM,,1,0.98,2
2008,200801,2008-01-31,200712,CUST0000257202,UM,,1,1.39,3
2008,200803,2008-03-31,200802,CUST0000257202,UM,,1,4.8900000000000006,4
2006,200605,2006-05-31,200604,CUST0000257477,UM,OT,1,1.23,1
2006,200606,2006-06-30,200605,CUST0000257477,UM,OT,3,7.71,2
2006,200607,2006-07-31,200606,CUST0000257477,UM,OT,1,1.9300000000000002,3
2006,200608,2006-08-31,200607,CUST0000257477,UM,OT,2,6.34,4
2006,200611,2006-11-30,200610,CUST0000257477,UM,OT,1,2.27,5
2006,200612,2006-12-31,200611,CUST0000257477,UM,OT,1,0.41,6
2007,200701,2007-01-31,200612,CUST0000257477,UM,OT,1,7.55,7
2007,200702,2007-02-28,200701,CUST0000257477,UM,OT,1,1.96,8
2007,200703,2007-03-31,200702,CUST0000257477,UM,OT,2,23.369999999999997,9
2007,200704,2007-04-30,200703,CUST0000257477,UM,OT,1,2.4699999999999998,10
2007,200705,2007-05-31,200704,CUST0000257477,UM,OT,2,4.81,11
2007,200709,2007-09-30,200708,CUST0000257477,UM,OT,1,1.1099999999999999,12
2007,200710,2007-10-31,200709,CUST0000257477,UM,OT,1,5.41,13
2008,200802,2008-02-29,200801,CUST0000257477,UM,OT,2,1.3,14
2008,200805,2008-05-31,200804,CUST0000257477,UM,OT,2,7.25,15
2008,200802,2008-02-29,200801,CUST0000257488,XX,OT,1,2.13,1
2008,200806,2008-06-30,200805,CUST0000257488,XX,OT,1,2.13,2
2007,200703,2007-03-31,200702,CUST0000257669,UM,YA,1,7.1,1
2007,200712,2007-12-31,200711,CUST0000257669,UM,YA,1,5.17,2
