CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,TOTAL_VISIT,TOTAL_SPEND,AVG_SPEND,LAST_VISIT,AVG_VISIT_PER_MONTH,AGE,PROB_WEEKEND,PROB_WEEKDAY,PROB_MORNING,PROB_AFTERNOON,PROB_EVENING,PROB_BAS_L,PROB_BAS_M,PROB_BAS_S,PROB_BAS_TYPE_FULL,PROB_BAS_TYPE_SMALL,PROB_BAS_TYPE_TOPUP,PROB_BAS_PRICE_LA,PROB_BAS_PRICE_MM,PROB_BAS_PRICE_UM,PROB_BAS_DOMI_FRESH,PROB_BAS_DOMI_GROCERY,PROB_BAS_DOMI_MIXED,PROB_BAS_DOMI_NONFOOD,CUS_PRICE_LA,CUS_PRICE_MM,CUS_PRICE_UM,CUS_LIFE_OA,CUS_LIFE_OF,CUS_LIFE_OT,CUS_LIFE_PE,CUS_LIFE_YA,CUS_LIFE_YF,VISIT_PER_MONTH
CUST0000830687,MM,OF,25,352.47,14.1,1,0.961538462,26,0.32,0.68,0.12,0.2,0.68,0.2,0.56,0.24,0.12,0.72,0.16,0.28,0.56,0.16,0.64,0.08,0.24,0.04,0,1,0,0,1,0,0,0,0,0.961538462
CUST0000080492,LA,OF,26,286.19,11.01,2,1.083333333,24,0.230769231,0.769230769,0.038461538,0.346153846,0.615384615,0.346153846,0.384615385,0.269230769,0.153846154,0.615384615,0.230769231,0.807692308,0.192307692,0,0.5,0.076923077,0.346153846,0.076923077,1,0,0,0,1,0,0,0,0,1.083333333
CUST0000759998,LA,OF,282,2324.15,8.24,0,10.44444444,27,0.258865248,0.741134752,0.276595745,0.563829787,0.159574468,0.354609929,0.386524823,0.258865248,0.095744681,0.560283688,0.329787234,0.492907801,0.432624113,0.060283688,0.663120567,0.088652482,0.216312057,0.017730496,1,0,0,0,1,0,0,0,0,10.44444444
CUST0000475288,LA,OF,27,406.22,15.05,1,1.125,24,0.37037037,0.62962963,0.074074074,0.777777778,0.148148148,0.555555556,0.37037037,0.074074074,0.259259259,0.407407407,0.333333333,0.666666667,0.296296296,0,0.185185185,0.296296296,0.444444444,0.074074074,1,0,0,0,1,0,0,0,0,1.125
CUST0000326140,MM,OF,27,780.18,28.9,1,1.285714286,21,0.37037037,0.62962963,0.259259259,0.592592593,0.148148148,0.888888889,0.111111111,0,0.407407407,0.074074074,0.518518519,0.148148148,0.555555556,0.296296296,0.481481481,0.111111111,0.407407407,0,0,1,0,0,1,0,0,0,0,1.285714286
CUST0000527725,LA,OF,28,469.24,16.76,0,2,14,0.285714286,0.714285714,0.142857143,0.357142857,0.5,0.607142857,0.25,0.142857143,0.142857143,0.285714286,0.571428571,0.785714286,0.107142857,0.071428571,0.321428571,0.178571429,0.464285714,0.035714286,1,0,0,0,1,0,0,0,0,2
CUST0000160899,UM,OF,28,887.14,31.68,1,1.076923077,26,0.357142857,0.642857143,0.178571429,0.607142857,0.214285714,0.928571429,0.035714286,0.035714286,0.5,0.071428571,0.428571429,0,0.821428571,0.178571429,0.571428571,0.071428571,0.357142857,0,0,0,1,0,1,0,0,0,0,1.076923077
CUST0000029089,UM,OF,28,479.04,17.11,2,1.272727273,22,0.25,0.75,0.142857143,0.678571429,0.178571429,0.607142857,0.285714286,0.107142857,0.107142857,0.25,0.5,0.107142857,0.464285714,0.285714286,0.535714286,0.107142857,0.214285714,0,0,0,1,0,1,0,0,0,0,1.272727273
CUST0000099658,LA,OF,284,4874.18,17.16,0,10.51851852,27,0.313380282,0.686619718,0.059859155,0.36971831,0.570422535,0.454225352,0.36971831,0.176056338,0.25,0.408450704,0.341549296,0.401408451,0.507042254,0.077464789,0.401408451,0.137323944,0.419014085,0.042253521,1,0,0,0,1,0,0,0,0,10.51851852
CUST0000899358,LA,OF,29,399.82,13.79,1,1.318181818,22,0.310344828,0.689655172,0.206896552,0.620689655,0.172413793,0.517241379,0.482758621,0,0.103448276,0.172413793,0.724137931,0.379310345,0.551724138,0.034482759,0.655172414,0.034482759,0.275862069,0.034482759,1,0,0,0,1,0,0,0,0,1.318181818
CUST0000574623,LA,OF,30,477.66,15.92,1,1.153846154,26,0.266666667,0.733333333,0.2,0.333333333,0.466666667,0.4,0.366666667,0.233333333,0.1,0.566666667,0.333333333,0.566666667,0.333333333,0.1,0.4,0.333333333,0.166666667,0.1,1,0,0,0,1,0,0,0,0,1.153846154
CUST0000787846,UM,OF,30,413.21,13.77,3,1.363636364,22,0.233333333,0.766666667,0.166666667,0.2,0.633333333,0.366666667,0.3,0.333333333,0,0.466666667,0.433333333,0.033333333,0.5,0.466666667,0.366666667,0.3,0.2,0.033333333,0,0,1,0,1,0,0,0,0,1.363636364
CUST0000506810,LA,OF,31,852.94,27.51,1,1.722222222,18,0.322580645,0.677419355,0.129032258,0.516129032,0.35483871,0.741935484,0.129032258,0.129032258,0.451612903,0.258064516,0.290322581,0.677419355,0.322580645,0,0.419354839,0.161290323,0.35483871,0.064516129,1,0,0,0,1,0,0,0,0,1.722222222
CUST0000478420,LA,OF,287,4493.98,15.66,0,10.62962963,27,0.243902439,0.756097561,0.390243902,0.466898955,0.142857143,0.404181185,0.324041812,0.271777003,0.268292683,0.50174216,0.226480836,0.449477352,0.480836237,0.069686411,0.655052265,0.12195122,0.177700348,0.041811847,1,0,0,0,1,0,0,0,0,10.62962963
CUST0000904289,LA,OF,32,153.85,4.81,2,2.909090909,11,0.34375,0.65625,0.1875,0.3125,0.5,0.0625,0.625,0.3125,0.03125,0.90625,0.0625,0.75,0.21875,0.03125,0.53125,0.15625,0.28125,0.03125,1,0,0,0,1,0,0,0,0,2.909090909
CUST0000602288,LA,OF,32,237.54,7.42,1,3.555555556,9,0.34375,0.65625,0.1875,0.8125,0,0.3125,0.59375,0.09375,0,0.40625,0.59375,0.75,0.1875,0.0625,0.59375,0.15625,0.25,0,1,0,0,0,1,0,0,0,0,3.555555556
CUST0000974681,MM,OF,33,536.03,16.24,1,1.5,22,0.272727273,0.727272727,0.181818182,0.666666667,0.151515152,0.424242424,0.303030303,0.272727273,0.151515152,0.545454545,0.272727273,0.333333333,0.545454545,0.060606061,0.272727273,0.333333333,0.333333333,0.03030303,0,1,0,0,1,0,0,0,0,1.5
CUST0000438228,MM,OF,35,407.36,11.64,1,1.346153846,26,0.114285714,0.885714286,0.171428571,0.342857143,0.485714286,0,0.4,0.6,0,1,0,0,0.6,0,0.371428571,0,0.085714286,0.542857143,0,1,0,0,1,0,0,0,0,1.346153846
CUST0000248972,LA,OF,35,552.26,15.78,1,1.346153846,26,0.257142857,0.742857143,0.057142857,0.371428571,0.571428571,0.657142857,0.114285714,0.228571429,0.028571429,0.314285714,0.628571429,0.228571429,0.685714286,0.057142857,0.342857143,0.228571429,0.342857143,0.057142857,1,0,0,0,1,0,0,0,0,1.346153846
CUST0000524728,LA,OF,35,91.35,2.61,2,1.4,25,0.314285714,0.685714286,0.285714286,0.314285714,0.4,0,0.228571429,0.771428571,0,1,0,0.028571429,0.942857143,0,0.2,0.514285714,0.228571429,0.057142857,1,0,0,0,1,0,0,0,0,1.4
CUST0000620458,LA,OF,36,635.94,17.67,0,1.384615385,26,0.277777778,0.722222222,0.194444444,0.583333333,0.222222222,0.555555556,0.361111111,0.083333333,0.138888889,0.416666667,0.444444444,0.194444444,0.611111111,0.194444444,0.694444444,0.083333333,0.222222222,0,1,0,0,0,1,0,0,0,0,1.384615385
CUST0000699774,LA,OF,36,251.49,6.99,3,1.714285714,21,0.388888889,0.611111111,0.138888889,0.416666667,0.444444444,0.194444444,0.416666667,0.388888889,0.083333333,0.527777778,0.388888889,0.361111111,0.416666667,0.138888889,0.277777778,0.25,0.361111111,0.111111111,1,0,0,0,1,0,0,0,0,1.714285714
CUST0000561927,MM,OF,36,411.02,11.42,1,1.384615385,26,0.222222222,0.777777778,0.166666667,0.666666667,0.166666667,0.388888889,0.305555556,0.305555556,0.055555556,0.527777778,0.388888889,0.305555556,0.555555556,0.111111111,0.305555556,0.333333333,0.277777778,0.055555556,0,1,0,0,1,0,0,0,0,1.384615385
CUST0000742399,LA,OF,37,560.8,15.16,0,1.85,20,0.189189189,0.810810811,0.054054054,0.243243243,0.702702703,0.621621622,0.243243243,0.135135135,0.027027027,0.324324324,0.648648649,0.621621622,0.243243243,0.108108108,0.405405405,0.216216216,0.27027027,0.108108108,1,0,0,0,1,0,0,0,0,1.85
CUST0000587601,MM,OF,38,1289.44,33.93,0,1.407407407,27,0.184210526,0.815789474,0.789473684,0.210526316,0,1,0,0,0.421052632,0,0.578947368,0.342105263,0.605263158,0.052631579,0.131578947,0.105263158,0.763157895,0,0,1,0,0,1,0,0,0,0,1.407407407
CUST0000420890,LA,OF,38,881.7,23.2,1,1.461538462,26,0.184210526,0.815789474,0.184210526,0.631578947,0.184210526,0.710526316,0.184210526,0.105263158,0.263157895,0.236842105,0.5,0.394736842,0.578947368,0.026315789,0.973684211,0,0.026315789,0,1,0,0,0,1,0,0,0,0,1.461538462
CUST0000012784,MM,OF,39,1633.29,41.88,0,1.5,26,0.333333333,0.666666667,0.128205128,0.743589744,0.128205128,0.846153846,0.128205128,0.025641026,0.487179487,0.051282051,0.461538462,0.025641026,0.820512821,0.153846154,0.435897436,0.025641026,0.487179487,0.051282051,0,1,0,0,1,0,0,0,0,1.5
CUST0000498546,MM,OF,42,1012.15,24.1,2,1.68,25,0.19047619,0.80952381,0.404761905,0.547619048,0.047619048,0.785714286,0.19047619,0.023809524,0.5,0.142857143,0.357142857,0.119047619,0.666666667,0.214285714,0.619047619,0,0.380952381,0,0,1,0,0,1,0,0,0,0,1.68
CUST0000044880,UM,OF,43,2036.26,47.35,1,1.72,25,0.325581395,0.674418605,0.046511628,0.23255814,0.720930233,0.837209302,0.093023256,0.069767442,0.511627907,0.162790698,0.325581395,0.046511628,0.418604651,0.534883721,0.651162791,0.023255814,0.302325581,0.023255814,0,0,1,0,1,0,0,0,0,1.72
CUST0000467012,MM,OF,44,350.63,7.97,0,1.62962963,27,0.272727273,0.727272727,0.045454545,0.25,0.704545455,0.25,0.431818182,0.318181818,0,0.613636364,0.340909091,0.113636364,0.363636364,0.477272727,0.5,0.181818182,0.227272727,0.045454545,0,1,0,0,1,0,0,0,0,1.62962963
CUST0000564860,MM,OF,44,458.62,10.42,0,1.76,25,0.272727273,0.727272727,0.409090909,0.25,0.340909091,0.295454545,0.522727273,0.181818182,0.022727273,0.613636364,0.340909091,0.409090909,0.545454545,0.022727273,0.363636364,0.431818182,0.136363636,0.045454545,0,1,0,0,1,0,0,0,0,1.76
CUST0000627489,LA,OF,47,969.31,20.62,0,1.807692308,26,0.29787234,0.70212766,0.14893617,0.553191489,0.29787234,0.638297872,0.191489362,0.170212766,0.191489362,0.361702128,0.446808511,0.659574468,0.319148936,0.021276596,0.404255319,0.234042553,0.340425532,0.021276596,1,0,0,0,1,0,0,0,0,1.807692308
CUST0000657746,LA,OF,54,417.72,7.74,1,2.076923077,26,0.277777778,0.722222222,0.185185185,0.611111111,0.203703704,0.185185185,0.555555556,0.259259259,0,0.740740741,0.259259259,0.444444444,0.425925926,0.12962963,0.722222222,0.092592593,0.148148148,0.037037037,1,0,0,0,1,0,0,0,0,2.076923077
CUST0000105820,LA,OF,55,1009.59,18.36,1,2.115384615,26,0.327272727,0.672727273,0.054545455,0.527272727,0.418181818,0.545454545,0.327272727,0.127272727,0.309090909,0.236363636,0.454545455,0.563636364,0.436363636,0,0.490909091,0.145454545,0.327272727,0.036363636,1,0,0,0,1,0,0,0,0,2.115384615
CUST0000832547,LA,OF,60,1042.79,17.38,1,2.307692308,26,0.383333333,0.616666667,0.183333333,0.666666667,0.15,0.633333333,0.366666667,0,0.35,0.233333333,0.416666667,0.45,0.516666667,0.033333333,0.483333333,0.05,0.466666667,0,1,0,0,0,1,0,0,0,0,2.307692308
CUST0000103988,MM,OF,60,444.33,7.41,1,2.307692308,26,0.25,0.75,0.25,0.433333333,0.316666667,0.1,0.466666667,0.433333333,0.05,0.8,0.15,0.283333333,0.566666667,0.083333333,0.483333333,0.233333333,0.133333333,0.15,0,1,0,0,1,0,0,0,0,2.307692308
CUST0000745448,LA,OF,63,403.52,6.41,0,2.423076923,26,0.26984127,0.73015873,0.444444444,0.301587302,0.253968254,0.206349206,0.412698413,0.380952381,0.095238095,0.746031746,0.158730159,0.158730159,0.80952381,0.031746032,0.19047619,0.587301587,0.111111111,0.111111111,1,0,0,0,1,0,0,0,0,2.423076923
CUST0000937197,MM,OF,64,888.64,13.89,1,2.461538462,26,0.421875,0.578125,0.109375,0.40625,0.484375,0.46875,0.296875,0.234375,0.1875,0.453125,0.359375,0.265625,0.5625,0.09375,0.3125,0.171875,0.390625,0.125,0,1,0,0,1,0,0,0,0,2.461538462
CUST0000279355,LA,OF,66,380.58,5.77,1,2.538461538,26,0.242424242,0.757575758,0.363636364,0.575757576,0.060606061,0.075757576,0.636363636,0.287878788,0.045454545,0.666666667,0.242424242,0.393939394,0.409090909,0.151515152,0.439393939,0.166666667,0.287878788,0.060606061,1,0,0,0,1,0,0,0,0,2.538461538
CUST0000996860,MM,OF,68,193.27,2.84,0,2.518518519,27,0.294117647,0.705882353,0.323529412,0.382352941,0.294117647,0,0.382352941,0.617647059,0,0.955882353,0.044117647,0.147058824,0.720588235,0.132352941,0.323529412,0.235294118,0.235294118,0.205882353,0,1,0,0,1,0,0,0,0,2.518518519
CUST0000296672,LA,OF,70,284.97,4.07,1,2.692307692,26,0.314285714,0.685714286,0.357142857,0.6,0.042857143,0.071428571,0.342857143,0.585714286,0.028571429,0.885714286,0.085714286,0.585714286,0.371428571,0.028571429,0.585714286,0.1,0.242857143,0.071428571,1,0,0,0,1,0,0,0,0,2.692307692
CUST0000435008,LA,OF,71,996.61,14.04,0,2.62962963,27,0.338028169,0.661971831,0.028169014,0.577464789,0.394366197,0.676056338,0.183098592,0.14084507,0.507042254,0.295774648,0.197183099,0.732394366,0.253521127,0.014084507,0.084507042,0.267605634,0.605633803,0.042253521,1,0,0,0,1,0,0,0,0,2.62962963
CUST0000202661,LA,OF,77,536.02,6.96,1,3.208333333,24,0.311688312,0.688311688,0.155844156,0.506493506,0.337662338,0.25974026,0.376623377,0.363636364,0.051948052,0.662337662,0.285714286,0.402597403,0.532467532,0.038961039,0.532467532,0.12987013,0.246753247,0.090909091,1,0,0,0,1,0,0,0,0,3.208333333
CUST0000386374,LA,OF,82,1811.06,22.09,0,3.153846154,26,0.219512195,0.780487805,0.146341463,0.512195122,0.341463415,0.548780488,0.231707317,0.219512195,0.414634146,0.353658537,0.219512195,0.829268293,0.134146341,0.012195122,0.292682927,0.231707317,0.426829268,0.036585366,1,0,0,0,1,0,0,0,0,3.153846154
CUST0000336781,LA,OF,83,1460.66,17.6,0,3.074074074,27,0.373493976,0.626506024,0.506024096,0.481927711,0.012048193,0.927710843,0.060240964,0.012048193,0.240963855,0.048192771,0.710843373,0.795180723,0.180722892,0.024096386,0.734939759,0.024096386,0.240963855,0,1,0,0,0,1,0,0,0,0,3.074074074
CUST0000397211,MM,OF,90,1469.19,16.32,1,3.461538462,26,0.233333333,0.766666667,0.133333333,0.533333333,0.333333333,0.433333333,0.333333333,0.233333333,0.044444444,0.488888889,0.444444444,0.188888889,0.6,0.166666667,0.622222222,0.088888889,0.233333333,0.033333333,0,1,0,0,1,0,0,0,0,3.461538462
CUST0000322562,LA,OF,93,2582.35,27.77,0,3.444444444,27,0.182795699,0.817204301,0.11827957,0.52688172,0.35483871,0.537634409,0.290322581,0.172043011,0.35483871,0.408602151,0.225806452,0.559139785,0.376344086,0.021505376,0.494623656,0.129032258,0.225806452,0.139784946,1,0,0,0,1,0,0,0,0,3.444444444
CUST0000361812,UM,OF,109,4260.21,39.08,1,4.192307692,26,0.275229358,0.724770642,0.174311927,0.633027523,0.19266055,0.871559633,0.100917431,0.027522936,0.201834862,0.100917431,0.697247706,0,0.137614679,0.862385321,0.605504587,0.082568807,0.302752294,0.009174312,0,0,1,0,1,0,0,0,0,4.192307692
CUST0000337192,LA,OF,366,2158.19,5.9,0,13.55555556,27,0.237704918,0.762295082,0.336065574,0.073770492,0.590163934,0.12568306,0.62568306,0.24863388,0.005464481,0.663934426,0.316939891,0.418032787,0.401639344,0.166666667,0.819672131,0.035519126,0.114754098,0.016393443,1,0,0,0,1,0,0,0,0,13.55555556
CUST0000115504,LA,OF,121,2223.28,18.37,0,4.481481481,27,0.32231405,0.67768595,0.297520661,0.52892562,0.173553719,0.752066116,0.20661157,0.041322314,0.239669421,0.173553719,0.58677686,0.892561983,0.107438017,0,0.190082645,0.239669421,0.553719008,0.016528926,1,0,0,0,1,0,0,0,0,4.481481481
CUST0000694605,LA,OF,122,1021.45,8.37,0,4.518518519,27,0.336065574,0.663934426,0.459016393,0.303278689,0.237704918,0.680327869,0.163934426,0.155737705,0.254098361,0.286885246,0.459016393,0.926229508,0.049180328,0.016393443,0.327868852,0.196721311,0.459016393,0.016393443,1,0,0,0,1,0,0,0,0,4.518518519
CUST0000135397,MM,OF,125,3624.99,29,0,4.62962963,27,0.264,0.736,0.16,0.448,0.392,0.672,0.2,0.128,0.464,0.272,0.256,0.272,0.528,0.2,0.536,0.088,0.352,0.016,0,1,0,0,1,0,0,0,0,4.62962963
CUST0000619131,LA,OF,135,1990.84,14.75,0,5,27,0.274074074,0.725925926,0.155555556,0.533333333,0.311111111,0.281481481,0.407407407,0.311111111,0.125925926,0.592592593,0.281481481,0.42962963,0.414814815,0.155555556,0.422222222,0.244444444,0.274074074,0.059259259,1,0,0,0,1,0,0,0,0,5
CUST0000242095,LA,OF,136,398.96,2.93,0,5.037037037,27,0.323529412,0.676470588,0.213235294,0.330882353,0.455882353,0.022058824,0.345588235,0.632352941,0.007352941,0.941176471,0.051470588,0.433823529,0.470588235,0.036764706,0.411764706,0.352941176,0.154411765,0.080882353,1,0,0,0,1,0,0,0,0,5.037037037
CUST0000915945,MM,OF,140,1674.18,11.96,0,5.185185185,27,0.378571429,0.621428571,0.192857143,0.514285714,0.292857143,0.3,0.464285714,0.235714286,0.057142857,0.521428571,0.4,0.1,0.621428571,0.25,0.664285714,0.092857143,0.164285714,0.057142857,0,1,0,0,1,0,0,0,0,5.185185185
CUST0000285720,LA,OF,140,2422.1,17.3,0,5.185185185,27,0.278571429,0.721428571,0.085714286,0.535714286,0.378571429,0.385714286,0.45,0.164285714,0.142857143,0.464285714,0.392857143,0.457142857,0.45,0.092857143,0.285714286,0.135714286,0.392857143,0.185714286,1,0,0,0,1,0,0,0,0,5.185185185
CUST0000848634,LA,OF,149,3579.88,24.03,1,5.730769231,26,0.348993289,0.651006711,0.10738255,0.590604027,0.302013423,0.577181208,0.255033557,0.167785235,0.295302013,0.322147651,0.382550336,0.456375839,0.496644295,0.046979866,0.523489933,0.154362416,0.302013423,0.020134228,1,0,0,0,1,0,0,0,0,5.730769231
CUST0000537317,MM,OF,153,1805.39,11.8,0,5.666666667,27,0.176470588,0.823529412,0.117647059,0.607843137,0.274509804,0.287581699,0.254901961,0.45751634,0.189542484,0.660130719,0.150326797,0.124183007,0.751633987,0.124183007,0.718954248,0.045751634,0.196078431,0.039215686,0,1,0,0,1,0,0,0,0,5.666666667
CUST0000692703,MM,OF,165,823.04,4.99,1,6.346153846,26,0.333333333,0.666666667,0.181818182,0.606060606,0.212121212,0.060606061,0.63030303,0.309090909,0,0.8,0.2,0.23030303,0.527272727,0.242424242,0.745454545,0.096969697,0.145454545,0.012121212,0,1,0,0,1,0,0,0,0,6.346153846
CUST0000783207,LA,OF,421,2061.72,4.9,0,15.59259259,27,0.287410926,0.712589074,0.501187648,0.427553444,0.071258907,0.206650831,0.199524941,0.593824228,0.049881235,0.698337292,0.249406176,0.244655582,0.667458432,0.087885986,0.339667458,0.456057007,0.19239905,0.009501188,1,0,0,0,1,0,0,0,0,15.59259259
CUST0000616216,LA,OF,172,521.12,3.03,0,6.37037037,27,0.273255814,0.726744186,0.343023256,0.587209302,0.069767442,0.052325581,0.569767442,0.377906977,0,0.76744186,0.029069767,0.38372093,0.372093023,0.040697674,0.319767442,0.343023256,0.087209302,0.046511628,1,0,0,0,1,0,0,0,0,6.37037037
CUST0000997122,LA,OF,188,3961.74,21.07,0,6.962962963,27,0.234042553,0.765957447,0.228723404,0.478723404,0.292553191,0.484042553,0.313829787,0.20212766,0.388297872,0.489361702,0.111702128,0.430851064,0.425531915,0.132978723,0.457446809,0.079787234,0.441489362,0.010638298,1,0,0,0,1,0,0,0,0,6.962962963
CUST0000144308,MM,OF,200,1294.62,6.47,0,7.407407407,27,0.3,0.7,0.29,0.53,0.18,0.12,0.475,0.405,0.025,0.775,0.2,0.305,0.465,0.215,0.43,0.275,0.165,0.13,0,1,0,0,1,0,0,0,0,7.407407407
CUST0000561915,UM,OF,214,3744.26,17.5,1,8.230769231,26,0.289719626,0.710280374,0.130841121,0.565420561,0.303738318,0.490654206,0.359813084,0.14953271,0.051401869,0.41588785,0.53271028,0.060747664,0.387850467,0.546728972,0.771028037,0.056074766,0.135514019,0.037383178,0,0,1,0,1,0,0,0,0,8.230769231
CUST0000200767,MM,OF,244,1310.61,5.37,0,10.16666667,24,0.262295082,0.737704918,0.106557377,0.364754098,0.528688525,0.069672131,0.545081967,0.385245902,0.008196721,0.778688525,0.213114754,0.204918033,0.573770492,0.221311475,0.643442623,0.143442623,0.168032787,0.045081967,0,1,0,0,1,0,0,0,0,10.16666667
CUST0000641331,UM,OF,247,1650.45,6.68,0,9.148148148,27,0.24291498,0.75708502,0.639676113,0.360323887,0,0.125506073,0.574898785,0.299595142,0.008097166,0.724696356,0.214574899,0.145748988,0.477732794,0.331983806,0.526315789,0.08097166,0.210526316,0.129554656,0,0,1,0,1,0,0,0,0,9.148148148
CUST0000482977,LA,OT,1,0.94,0.94,14,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CUST0000141964,LA,OT,1,0.67,0.67,15,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CUST0000955340,MM,OT,1,2.85,2.85,16,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000870517,LA,OT,1,2.59,2.59,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CUST0000240683,LA,OT,1,40.77,40.77,25,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
CUST0000492490,LA,OT,1,0.98,0.98,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CUST0000173648,LA,OT,1,1.54,1.54,7,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CUST0000295679,UM,OT,1,6.44,6.44,16,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000655120,MM,OT,1,2.65,2.65,6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000722981,UM,OT,1,4.08,4.08,20,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000833340,LA,OT,1,21.96,21.96,10,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CUST0000602037,MM,OT,1,2.73,2.73,9,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000270546,MM,OT,1,4.52,4.52,17,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000257118,MM,OT,1,0.21,0.21,10,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000808289,MM,OT,1,0.34,0.34,23,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000855823,UM,OT,1,19.98,19.98,27,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000925179,UM,OT,1,0.88,0.88,15,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000804514,XX,OT,1,20.23,20.23,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CUST0000759056,UM,OT,1,0.35,0.35,12,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000285975,UM,OT,1,3.78,3.78,23,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000761859,MM,OT,1,1.54,1.54,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000347437,MM,OT,1,3.01,3.01,7,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000852877,MM,OT,1,3.49,3.49,24,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000613125,XX,OT,1,0.99,0.99,24,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CUST0000879318,UM,OT,1,8.7,8.7,15,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000902675,UM,OT,1,1.78,1.78,4,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000239380,MM,OT,1,0.82,0.82,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000863110,MM,OT,1,0.25,0.25,16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000761249,XX,OT,1,1.91,1.91,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CUST0000126548,LA,OT,1,4.94,4.94,20,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CUST0000943970,MM,OT,1,4.84,4.84,8,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000225844,UM,OT,1,1.36,1.36,15,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000711962,MM,OT,1,0.75,0.75,7,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000992881,UM,OT,1,12.97,12.97,11,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000275912,LA,OT,1,1.46,1.46,11,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
